date,product_id,product_name,category,price,discount,units_sold,revenue,store_id,region
2023-04-23,P401,Stainless Steel Cookware,Home,2303.15,15,26,50899.61,S03,South
2023-04-23,P201,Men Casual Shirt,Fashion,1553.76,15,41,54148.54,S08,South
2023-04-23,P201,Men Casual Shirt,Fashion,2268.27,10,35,71450.51,S08,East
2023-04-23,P404,Wooden Bookshelf,Home,8451.96,0,18,152135.28,S02,West
2023-04-23,P204,Sports Shoes,Fashion,3702.62,10,34,113300.17,S02,West
2023-04-23,P506,Perfume 100ml,Beauty,2174.24,40,51,66531.74,S07,South
2023-04-23,P104,Smart TV 43,Electronics,22518.41,0,12,270220.92,S07,West
2023-04-23,P202,Women Kurti,Fashion,1491.7,25,44,49226.1,S08,West
2023-04-23,P303,Whole Wheat Flour,Grocery,458.13,0,119,54517.47,S04,West
2023-04-23,P104,Smart TV 43,Electronics,56685.86,30,22,872962.24,S06,South
2023-04-24,P105,Tablet Z2,Electronics,6569.87,30,9,41390.18,S03,South
2023-04-24,P305,Green Tea Pack,Grocery,178.05,10,85,13620.83,S10,North
2023-04-24,P302,Sunflower Oil 1L,Grocery,240.06,20,61,11714.93,S10,West
2023-04-24,P506,Perfume 100ml,Beauty,2853.39,20,27,61633.22,S08,South
2023-04-24,P105,Tablet Z2,Electronics,70117.93,5,7,466284.23,S05,South
2023-04-24,P103,Wireless Earbuds,Electronics,27687.66,25,11,228423.2,S02,East
2023-04-24,P405,LED Desk Lamp,Home,10566.99,15,18,161674.95,S08,East
2023-04-24,P404,Wooden Bookshelf,Home,3383.96,5,21,67510.0,S06,South
2023-04-24,P104,Smart TV 43,Electronics,52051.15,0,9,468460.35,S05,West
2023-04-24,P105,Tablet Z2,Electronics,64186.21,20,12,616187.62,S01,North
2023-04-24,P402,Cotton Bedsheet,Home,14662.25,40,22,193541.7,S02,East
2023-04-24,P501,Face Moisturizer,Beauty,451.82,0,41,18524.62,S01,North
2023-04-24,P401,Stainless Steel Cookware,Home,13080.56,10,20,235450.08,S08,West
2023-04-24,P204,Sports Shoes,Fashion,4288.9,0,24,102933.6,S08,East
2023-04-24,P502,Hair Serum,Beauty,505.99,40,35,10625.79,S05,North
2023-04-24,P504,Lipstick Set,Beauty,2691.9,30,31,58414.23,S03,South
2023-04-25,P201,Men Casual Shirt,Fashion,692.96,40,33,13720.61,S07,South
2023-04-25,P502,Hair Serum,Beauty,808.72,10,25,18196.2,S10,North
2023-04-25,P401,Stainless Steel Cookware,Home,8377.37,20,19,127336.02,S07,North
2023-04-25,P106,Bluetooth Speaker,Electronics,18319.9,30,12,153887.16,S04,North
2023-04-25,P106,Bluetooth Speaker,Electronics,27834.52,40,13,217109.26,S01,South
2023-04-25,P105,Tablet Z2,Electronics,46670.73,0,6,280024.38,S09,South
2023-04-25,P401,Stainless Steel Cookware,Home,12090.49,10,22,239391.7,S01,West
2023-04-25,P103,Wireless Earbuds,Electronics,79347.02,25,9,535592.39,S03,East
2023-04-25,P106,Bluetooth Speaker,Electronics,52807.09,5,7,351167.15,S06,East
2023-04-25,P401,Stainless Steel Cookware,Home,1773.25,30,22,27308.05,S03,North
2023-04-25,P404,Wooden Bookshelf,Home,5918.2,10,12,63916.56,S09,North
2023-04-25,P202,Women Kurti,Fashion,1641.69,20,23,30207.1,S03,West
2023-04-25,P203,Denim Jeans,Fashion,938.19,15,24,19139.08,S09,West
2023-04-25,P306,Mixed Nuts 500g,Grocery,507.0,5,79,38050.35,S01,South
2023-04-26,P306,Mixed Nuts 500g,Grocery,267.55,15,88,20012.74,S04,North
2023-04-26,P205,Formal Blazer,Fashion,4518.56,5,38,163120.02,S06,North
2023-04-26,P502,Hair Serum,Beauty,877.94,0,25,21948.5,S10,South
2023-04-26,P205,Formal Blazer,Fashion,2147.41,10,19,36720.71,S09,South
2023-04-26,P306,Mixed Nuts 500g,Grocery,138.84,15,80,9441.12,S10,West
2023-04-26,P106,Bluetooth Speaker,Electronics,20771.97,0,6,124631.82,S07,North
2023-04-26,P101,Smartphone X1,Electronics,40899.55,10,12,441715.14,S01,South
2023-04-26,P504,Lipstick Set,Beauty,174.0,5,28,4628.4,S05,North
2023-04-26,P404,Wooden Bookshelf,Home,11105.45,25,17,141594.49,S09,West
2023-04-26,P305,Green Tea Pack,Grocery,303.41,25,100,22755.75,S08,West
2023-04-26,P102,Laptop Pro,Electronics,69762.68,5,10,662745.46,S10,South
2023-04-26,P403,Wall Clock,Home,12747.25,0,13,165714.25,S07,West
2023-04-27,P402,Cotton Bedsheet,Home,869.83,10,18,14091.25,S03,West
2023-04-27,P106,Bluetooth Speaker,Electronics,26261.56,0,8,210092.48,S05,South
2023-04-27,P105,Tablet Z2,Electronics,67074.79,0,9,603673.11,S04,West
2023-04-27,P402,Cotton Bedsheet,Home,8347.83,5,14,111026.14,S07,East
2023-04-27,P205,Formal Blazer,Fashion,759.3,15,25,16135.12,S04,North
2023-04-27,P303,Whole Wheat Flour,Grocery,660.3,40,70,27732.6,S08,South
2023-04-27,P404,Wooden Bookshelf,Home,12568.48,40,19,143280.67,S08,East
2023-04-28,P504,Lipstick Set,Beauty,1282.81,10,31,35790.4,S04,West
2023-04-28,P401,Stainless Steel Cookware,Home,2498.27,10,11,24732.87,S10,West
2023-04-28,P406,Air Purifier,Home,13210.8,40,26,206088.48,S04,North
2023-04-28,P204,Sports Shoes,Fashion,3872.28,0,16,61956.48,S09,South
2023-04-28,P506,Perfume 100ml,Beauty,1409.51,5,33,44188.14,S04,West
2023-04-28,P405,LED Desk Lamp,Home,13568.1,10,12,146535.48,S03,West
2023-04-28,P401,Stainless Steel Cookware,Home,4660.11,20,170,633774.96,S08,East
2023-04-28,P506,Perfume 100ml,Beauty,856.33,0,25,21408.25,S05,East
2023-04-28,P506,Perfume 100ml,Beauty,2013.3,10,30,54359.1,S10,West
2023-04-29,P201,Men Casual Shirt,Fashion,1477.73,5,32,44922.99,S04,West
2023-04-29,P102,Laptop Pro,Electronics,39146.09,15,15,499112.65,S08,West
2023-04-29,P506,Perfume 100ml,Beauty,2699.2,15,60,137659.2,S01,West
2023-04-29,P106,Bluetooth Speaker,Electronics,46493.46,25,17,592791.61,S05,South
2023-04-29,P302,Sunflower Oil 1L,Grocery,429.91,10,85,32888.11,S06,East
2023-04-29,P104,Smart TV 43,Electronics,6781.94,15,14,80705.09,S01,West
2023-04-29,P306,Mixed Nuts 500g,Grocery,498.91,10,87,39064.65,S04,East
2023-04-30,P101,Smartphone X1,Electronics,45307.97,0,9,407771.73,S07,South
2023-04-30,P505,Body Lotion,Beauty,2543.25,10,39,89268.07,S08,East
2023-04-30,P304,Organic Honey,Grocery,189.59,10,76,12967.96,S03,East
2023-04-30,P204,Sports Shoes,Fashion,312.63,25,39,9144.43,S10,West
2023-04-30,P201,Men Casual Shirt,Fashion,1764.4,10,35,55578.6,S08,East
2023-04-30,P306,Mixed Nuts 500g,Grocery,330.8,40,161,31955.28,S03,North
2023-04-30,P104,Smart TV 43,Electronics,40261.58,30,15,422746.59,S06,North
2023-04-30,P201,Men Casual Shirt,Fashion,1887.88,10,29,49273.67,S05,West
2023-04-30,P504,Lipstick Set,Beauty,1066.15,10,28,26866.98,S03,East
2023-04-30,P503,Sunscreen SPF50,Beauty,2113.16,10,31,58957.16,S09,East
2023-04-30,P403,Wall Clock,Home,2678.47,10,22,53033.71,S03,West
2023-04-30,P302,Sunflower Oil 1L,Grocery,648.86,15,85,46880.13,S09,West
2023-04-30,P201,Men Casual Shirt,Fashion,4449.4,40,43,114794.52,S03,North
2023-04-30,P502,Hair Serum,Beauty,1412.02,0,34,48008.68,S07,West
2023-04-30,P405,LED Desk Lamp,Home,14555.07,10,20,261991.26,S02,East
2023-05-01,P202,Women Kurti,Fashion,2052.25,5,24,46791.3,S08,South
2023-05-01,P304,Organic Honey,Grocery,242.54,10,64,13970.3,S03,North
2023-05-01,P402,Cotton Bedsheet,Home,9882.01,10,19,168982.37,S04,West
2023-05-01,P202,Women Kurti,Fashion,997.41,5,26,24636.03,S09,West
2023-05-01,P401,Stainless Steel Cookware,Home,9989.92,40,14,83915.33,S07,East
2023-05-01,P406,Air Purifier,Home,12385.02,10,19,211783.84,S04,South
2023-05-01,P504,Lipstick Set,Beauty,1307.93,5,28,34790.94,S02,East
2023-05-01,P503,Sunscreen SPF50,Beauty,2388.74,0,27,64495.98,S07,South
2023-05-01,P502,Hair Serum,Beauty,1515.86,0,32,48507.52,S04,West
2023-05-01,P306,Mixed Nuts 500g,Grocery,57.85,10,66,3436.29,S06,West
2023-05-01,P106,Bluetooth Speaker,Electronics,62322.03,15,11,582710.98,S09,West
2023-05-01,P204,Sports Shoes,Fashion,4585.44,0,17,77952.48,S09,East
2023-05-01,P404,Wooden Bookshelf,Home,2773.94,5,15,39528.64,S01,West
2023-05-01,P401,Stainless Steel Cookware,Home,7951.69,20,19,120865.69,S08,West
2023-05-01,P203,Denim Jeans,Fashion,3395.04,10,22,67221.79,S08,West
2023-05-01,P302,Sunflower Oil 1L,Grocery,528.21,10,82,38981.9,S02,South
2023-05-01,P103,Wireless Earbuds,Electronics,33621.19,5,11,351341.44,S06,West
2023-05-01,P103,Wireless Earbuds,Electronics,22200.18,15,9,169831.38,S02,West
2023-05-01,P401,Stainless Steel Cookware,Home,14403.28,20,23,265020.35,S04,West
2023-05-01,P501,Face Moisturizer,Beauty,2601.92,20,28,58283.01,S10,East
2023-05-02,P106,Bluetooth Speaker,Electronics,3980.87,0,7,27866.09,S07,East
2023-05-02,P201,Men Casual Shirt,Fashion,972.86,0,24,23348.64,S04,North
2023-05-02,P103,Wireless Earbuds,Electronics,36292.99,20,7,203240.74,S09,East
2023-05-02,P204,Sports Shoes,Fashion,2563.13,15,44,95861.06,S06,North
2023-05-02,P103,Wireless Earbuds,Electronics,75139.64,5,9,642443.92,S06,South
2023-05-02,P103,Wireless Earbuds,Electronics,5445.3,40,14,45740.52,S10,South
2023-05-02,P205,Formal Blazer,Fashion,3720.93,5,27,95441.85,S07,South
2023-05-02,P103,Wireless Earbuds,Electronics,28033.11,30,13,255101.3,S01,South
2023-05-02,P502,Hair Serum,Beauty,2610.55,5,38,94240.86,S10,North
2023-05-02,P405,LED Desk Lamp,Home,5287.16,25,23,91203.51,S10,East
2023-05-02,P305,Green Tea Pack,Grocery,199.58,5,53,10048.85,S05,West
2023-05-02,P202,Women Kurti,Fashion,1671.66,30,40,46806.48,S01,South
2023-05-02,P202,Women Kurti,Fashion,2803.01,40,43,72317.66,S04,South
2023-05-03,P103,Wireless Earbuds,Electronics,21857.13,40,12,157371.34,S07,East
2023-05-03,P101,Smartphone X1,Electronics,2110.38,15,13,23319.7,S03,West
2023-05-03,P403,Wall Clock,Home,3425.6,10,17,52411.68,S07,West
2023-05-03,P105,Tablet Z2,Electronics,76293.5,40,12,549313.2,S05,East
2023-05-03,P303,Whole Wheat Flour,Grocery,514.59,40,82,25317.83,S10,East
2023-05-03,P204,Sports Shoes,Fashion,2591.41,25,27,52476.05,S09,North
2023-05-03,P502,Hair Serum,Beauty,1472.17,10,28,37098.68,S07,West
2023-05-03,P206,Summer Dress,Fashion,3886.56,15,32,105714.43,S10,West
2023-05-03,P105,Tablet Z2,Electronics,34540.11,10,10,310860.99,S01,South
2023-05-03,P506,Perfume 100ml,Beauty,509.94,25,34,13003.47,S03,North
2023-05-03,P401,Stainless Steel Cookware,Home,3555.3,25,18,47996.55,S10,East
2023-05-03,P401,Stainless Steel Cookware,Home,5998.07,25,21,94469.6,S10,South
2023-05-03,P402,Cotton Bedsheet,Home,8799.94,40,33,174238.81,S01,North
2023-05-03,P303,Whole Wheat Flour,Grocery,692.47,15,96,56505.55,S02,South
2023-05-04,P103,Wireless Earbuds,Electronics,18989.59,10,9,153815.68,S05,South
2023-05-04,P205,Formal Blazer,Fashion,2173.99,0,21,45653.79,S09,North
2023-05-04,P406,Air Purifier,Home,11295.3,10,14,142320.78,S10,East
2023-05-04,P406,Air Purifier,Home,3893.79,40,18,42052.93,S07,South
2023-05-04,P303,Whole Wheat Flour,Grocery,703.12,15,94,56179.29,S06,West
2023-05-04,P402,Cotton Bedsheet,Home,9336.47,20,19,141914.34,S05,West
2023-05-04,P303,Whole Wheat Flour,Grocery,208.47,10,76,14259.35,S01,South
2023-05-04,P304,Organic Honey,Grocery,528.78,40,136,43148.45,S10,North
2023-05-04,P403,Wall Clock,Home,4841.02,0,12,58092.24,S08,South
2023-05-04,P502,Hair Serum,Beauty,211.87,0,32,6779.84,S04,West
2023-05-04,P104,Smart TV 43,Electronics,10781.77,40,12,77628.74,S03,North
2023-05-04,P306,Mixed Nuts 500g,Grocery,794.44,5,90,67924.62,S06,North
2023-05-04,P203,Denim Jeans,Fashion,1200.24,40,39,28085.62,S02,South
2023-05-04,P206,Summer Dress,Fashion,2588.45,20,36,74547.36,S07,West
2023-05-04,P205,Formal Blazer,Fashion,3378.29,10,30,91213.83,S08,East
2023-05-04,P102,Laptop Pro,Electronics,53841.99,15,11,503422.61,S02,South
2023-05-05,P501,Face Moisturizer,Beauty,909.89,0,38,34575.82,S02,West
2023-05-05,P403,Wall Clock,Home,12587.26,0,13,163634.38,S10,North
2023-05-05,P402,Cotton Bedsheet,Home,14260.59,15,12,145458.02,S08,East
2023-05-05,P404,Wooden Bookshelf,Home,1131.12,15,17,16344.68,S03,North
2023-05-05,P205,Formal Blazer,Fashion,1970.83,10,25,44343.68,S03,West
2023-05-05,P402,Cotton Bedsheet,Home,6019.38,25,17,76747.1,S06,North
2023-05-05,P204,Sports Shoes,Fashion,3766.81,0,27,101703.87,S08,South
2023-05-05,P202,Women Kurti,Fashion,483.59,10,29,12621.7,S08,North
2023-05-05,P504,Lipstick Set,Beauty,2244.56,0,18,40402.08,S09,North
2023-05-05,P105,Tablet Z2,Electronics,72364.35,5,9,618715.19,S03,North
2023-05-05,P203,Denim Jeans,Fashion,1721.11,5,25,40876.36,S09,East
2023-05-05,P306,Mixed Nuts 500g,Grocery,482.64,30,80,27027.84,S10,South
2023-05-05,P505,Body Lotion,Beauty,621.96,25,33,15393.51,S05,East
2023-05-05,P101,Smartphone X1,Electronics,31324.76,30,9,197345.99,S10,South
2023-05-06,P301,Basmati Rice 5kg,Grocery,235.86,0,85,20048.1,S05,South
2023-05-06,P102,Laptop Pro,Electronics,45199.78,0,13,587597.14,S01,West
2023-05-06,P102,Laptop Pro,Electronics,71779.17,0,11,789570.87,S05,East
2023-05-06,P402,Cotton Bedsheet,Home,4737.85,10,17,72489.11,S09,West
2023-05-06,P502,Hair Serum,Beauty,2899.23,30,29,58854.37,S10,East
2023-05-06,P104,Smart TV 43,Electronics,74082.27,10,12,800088.52,S01,South
2023-05-06,P403,Wall Clock,Home,13375.03,20,25,267500.6,S09,North
2023-05-06,P305,Green Tea Pack,Grocery,211.14,10,85,16152.21,S10,South
2023-05-06,P402,Cotton Bedsheet,Home,12049.52,0,17,204841.84,S10,South
2023-05-06,P401,Stainless Steel Cookware,Home,948.56,10,23,19635.19,S04,North
2023-05-06,P403,Wall Clock,Home,1382.48,0,19,26267.12,S03,West
2023-05-06,P201,Men Casual Shirt,Fashion,4315.07,30,51,154048.0,S10,South
2023-05-06,P103,Wireless Earbuds,Electronics,73475.96,10,14,925797.1,S10,North
2023-05-06,P406,Air Purifier,Home,12128.03,0,23,278944.69,S04,South
2023-05-06,P102,Laptop Pro,Electronics,25635.26,5,10,243534.97,S05,East
2023-05-06,P204,Sports Shoes,Fashion,2704.91,10,0,0.0,S03,East
2023-05-06,P505,Body Lotion,Beauty,2017.68,5,61,116924.56,S04,West
2023-05-06,P304,Organic Honey,Grocery,122.61,5,92,10716.11,S04,South
2023-05-07,P305,Green Tea Pack,Grocery,223.11,15,94,17826.49,S03,West
2023-05-07,P201,Men Casual Shirt,Fashion,3105.3,10,42,117380.34,S08,West
2023-05-07,P205,Formal Blazer,Fashion,749.04,10,46,31010.26,S05,West
2023-05-07,P301,Basmati Rice 5kg,Grocery,185.49,0,70,12984.3,S04,East
2023-05-07,P506,Perfume 100ml,Beauty,1658.54,15,35,49341.57,S05,West
2023-05-07,P205,Formal Blazer,Fashion,4039.04,10,41,149040.58,S08,North
2023-05-07,P204,Sports Shoes,Fashion,3013.45,25,50,113004.38,S08,North
2023-05-07,P403,Wall Clock,Home,9698.69,10,21,183305.24,S04,North
2023-05-07,P404,Wooden Bookshelf,Home,12575.0,15,32,342040.0,S10,West
2023-05-07,P401,Stainless Steel Cookware,Home,7538.08,10,18,122116.9,S09,South
2023-05-07,P402,Cotton Bedsheet,Home,2296.96,40,44,60639.74,S01,South
2023-05-07,P506,Perfume 100ml,Beauty,1385.81,30,51,49473.42,S03,South
2023-05-07,P203,Denim Jeans,Fashion,3228.02,40,62,120082.34,S05,West
2023-05-07,P306,Mixed Nuts 500g,Grocery,523.31,5,108,53691.61,S10,West
2023-05-07,P303,Whole Wheat Flour,Grocery,701.37,10,119,75116.73,S06,West
2023-05-07,P101,Smartphone X1,Electronics,15876.65,10,12,171467.82,S02,East
2023-05-07,P302,Sunflower Oil 1L,Grocery,469.81,0,59,27718.79,S03,North
2023-05-08,P403,Wall Clock,Home,6906.58,5,15,98418.76,S10,North
2023-05-08,P206,Summer Dress,Fashion,4468.5,10,28,112606.2,S07,West
2023-05-08,P202,Women Kurti,Fashion,378.17,0,33,12479.61,S01,South
2023-05-08,P502,Hair Serum,Beauty,1874.55,10,47,79293.46,S01,West
2023-05-08,P405,LED Desk Lamp,Home,11491.67,5,15,163756.3,S03,South
2023-05-08,P306,Mixed Nuts 500g,Grocery,525.43,10,74,34993.64,S02,North
2023-05-08,P505,Body Lotion,Beauty,2532.05,15,40,86089.7,S01,North
2023-05-08,P302,Sunflower Oil 1L,Grocery,405.78,10,40,14608.08,S07,South
2023-05-08,P304,Organic Honey,Grocery,55.7,10,64,3208.32,S07,West
2023-05-08,P501,Face Moisturizer,Beauty,2183.26,25,38,62222.91,S09,North
2023-05-08,P301,Basmati Rice 5kg,Grocery,489.23,15,112,46574.7,S06,North
2023-05-08,P401,Stainless Steel Cookware,Home,9732.94,25,21,153293.81,S03,North
2023-05-08,P502,Hair Serum,Beauty,569.7,40,30,10254.6,S05,South
2023-05-08,P401,Stainless Steel Cookware,Home,7346.12,25,19,104682.21,S07,East
2023-05-08,P505,Body Lotion,Beauty,2090.55,25,40,62716.5,S08,North
2023-05-08,P404,Wooden Bookshelf,Home,3678.62,0,18,66215.16,S08,North
2023-05-08,P101,Smartphone X1,Electronics,78805.14,5,7,524054.18,S07,East
2023-05-09,P405,LED Desk Lamp,Home,867.3,10,14,10927.98,S03,North
2023-05-09,P106,Bluetooth Speaker,Electronics,2899.21,40,11,19134.79,S05,East
2023-05-09,P503,Sunscreen SPF50,Beauty,1274.6,0,30,38238.0,S06,West
2023-05-09,P203,Denim Jeans,Fashion,1745.72,5,24,39802.42,S05,South
2023-05-09,P206,Summer Dress,Fashion,1289.69,10,25,29018.03,S05,North
2023-05-09,P106,Bluetooth Speaker,Electronics,32465.15,20,11,285693.32,S08,South
2023-05-09,P101,Smartphone X1,Electronics,4586.93,10,7,28897.66,S09,East
2023-05-09,P406,Air Purifier,Home,12150.72,20,25,243014.4,S01,West
2023-05-09,P305,Green Tea Pack,Grocery,112.93,30,88,6956.49,S07,West
2023-05-09,P406,Air Purifier,Home,8754.47,5,19,158018.18,S07,North
2023-05-09,P202,Women Kurti,Fashion,3546.85,0,24,85124.4,S02,West
2023-05-09,P105,Tablet Z2,Electronics,17835.13,25,9,120387.13,S07,West
2023-05-09,P104,Smart TV 43,Electronics,20012.74,5,12,228145.24,S06,West
2023-05-10,P105,Tablet Z2,Electronics,67876.0,10,7,427618.8,S03,South
2023-05-10,P301,Basmati Rice 5kg,Grocery,573.06,0,71,40687.26,S01,East
2023-05-10,P505,Body Lotion,Beauty,369.18,20,32,9451.01,S05,South
2023-05-10,P401,Stainless Steel Cookware,Home,12695.84,5,21,253282.01,S06,South
2023-05-10,P201,Men Casual Shirt,Fashion,1435.03,20,24,27552.58,S09,North
2023-05-10,P501,Face Moisturizer,Beauty,484.36,5,31,14264.4,S05,East
2023-05-10,P302,Sunflower Oil 1L,Grocery,527.68,30,98,36198.85,S10,West
2023-05-10,P204,Sports Shoes,Fashion,639.29,40,33,12657.94,S05,East
2023-05-10,P501,Face Moisturizer,Beauty,1113.76,30,30,23388.96,S09,East
2023-05-10,P501,Face Moisturizer,Beauty,2544.79,30,40,71254.12,S10,West
2023-05-10,P202,Women Kurti,Fashion,4193.86,30,0,0.0,S03,East
2023-05-10,P102,Laptop Pro,Electronics,78336.69,5,11,818618.41,S01,South
2023-05-10,P306,Mixed Nuts 500g,Grocery,51.65,10,60,2789.1,S03,East
2023-05-10,P403,Wall Clock,Home,3227.97,5,14,42932.0,S09,South
2023-05-10,P101,Smartphone X1,Electronics,70732.0,10,8,509270.4,S03,West
2023-05-10,P305,Green Tea Pack,Grocery,134.92,10,60,7285.68,S10,South
2023-05-10,P406,Air Purifier,Home,12510.95,40,19,142624.83,S03,South
2023-05-10,P203,Denim Jeans,Fashion,1702.48,5,26,42051.26,S03,West
2023-05-10,P305,Green Tea Pack,Grocery,289.58,0,56,16216.48,S02,East
2023-05-10,P406,Air Purifier,Home,7082.5,5,13,87468.88,S02,South
2023-05-11,P502,Hair Serum,Beauty,1429.02,0,22,31438.44,S09,South
2023-05-11,P201,Men Casual Shirt,Fashion,4968.12,40,33,98368.78,S08,South
2023-05-11,P505,Body Lotion,Beauty,255.25,10,31,7121.48,S10,East
2023-05-11,P106,Bluetooth Speaker,Electronics,5418.53,0,8,43348.24,S04,East
2023-05-11,P106,Bluetooth Speaker,Electronics,5115.12,30,9,32225.26,S07,South
2023-05-11,P402,Cotton Bedsheet,Home,3092.24,15,18,47311.27,S05,South
2023-05-11,P202,Women Kurti,Fashion,1484.22,5,19,26790.17,S03,North
2023-05-11,P505,Body Lotion,Beauty,1925.67,0,18,34662.06,S03,South
2023-05-11,P503,Sunscreen SPF50,Beauty,2061.12,10,38,70490.3,S01,South
2023-05-11,P103,Wireless Earbuds,Electronics,17827.17,15,9,136377.85,S05,East
2023-05-11,P506,Perfume 100ml,Beauty,2473.5,30,35,60600.75,S03,West
2023-05-11,P304,Organic Honey,Grocery,148.56,0,45,6685.2,S09,West
2023-05-11,P305,Green Tea Pack,Grocery,278.45,40,105,17542.35,S03,West
2023-05-11,P302,Sunflower Oil 1L,Grocery,570.89,40,96,32883.26,S07,West
2023-05-11,P303,Whole Wheat Flour,Grocery,669.58,20,76,40710.46,S03,East
2023-05-11,P204,Sports Shoes,Fashion,2622.77,15,32,71339.34,S06,East
2023-05-11,P301,Basmati Rice 5kg,Grocery,306.45,30,83,17804.74,S06,East
2023-05-12,P301,Basmati Rice 5kg,Grocery,700.8,20,98,54942.72,S02,North
2023-05-12,P103,Wireless Earbuds,Electronics,38122.95,5,8,289734.42,S03,East
2023-05-12,P306,Mixed Nuts 500g,Grocery,760.19,10,61,41734.43,S09,South
2023-05-12,P302,Sunflower Oil 1L,Grocery,754.46,0,1,754.46,S09,West
2023-05-12,P404,Wooden Bookshelf,Home,10370.88,0,15,155563.2,S10,West
2023-05-12,P403,Wall Clock,Home,2436.94,20,21,40940.59,S08,East
2023-05-12,P502,Hair Serum,Beauty,2904.81,5,43,118661.49,S10,North
2023-05-12,P102,Laptop Pro,Electronics,23998.03,0,8,191984.24,S06,East
2023-05-12,P201,Men Casual Shirt,Fashion,4530.56,10,31,126402.62,S05,North
2023-05-12,P501,Face Moisturizer,Beauty,1960.52,30,39,53522.2,S03,North
2023-05-12,P205,Formal Blazer,Fashion,1509.34,5,33,47317.81,S05,West
2023-05-12,P303,Whole Wheat Flour,Grocery,623.9,30,103,44983.19,S10,North
2023-05-12,P304,Organic Honey,Grocery,309.4,10,67,18656.82,S02,North
2023-05-12,P502,Hair Serum,Beauty,2310.63,0,28,64697.64,S03,West
2023-05-12,P201,Men Casual Shirt,Fashion,3588.98,40,29,62448.25,S09,South
2023-05-12,P503,Sunscreen SPF50,Beauty,1739.58,5,27,44620.23,S07,East
2023-05-12,P305,Green Tea Pack,Grocery,112.75,10,76,7712.1,S04,East
2023-05-13,P203,Denim Jeans,Fashion,4459.84,15,27,102353.33,S03,East
2023-05-13,P506,Perfume 100ml,Beauty,2890.64,0,37,106953.68,S02,North
2023-05-13,P501,Face Moisturizer,Beauty,1254.66,40,59,44414.96,S02,East
2023-05-13,P305,Green Tea Pack,Grocery,775.84,30,131,71144.53,S05,West
2023-05-13,P504,Lipstick Set,Beauty,1228.08,5,47,54833.77,S08,North
2023-05-13,P303,Whole Wheat Flour,Grocery,466.81,0,64,29875.84,S07,South
2023-05-13,P503,Sunscreen SPF50,Beauty,2440.66,0,39,95185.74,S06,East
2023-05-13,P202,Women Kurti,Fashion,326.68,0,33,10780.44,S04,North
2023-05-13,P404,Wooden Bookshelf,Home,1248.99,10,20,22481.82,S03,West
2023-05-13,P204,Sports Shoes,Fashion,4445.7,0,30,133371.0,S03,West
2023-05-13,P101,Smartphone X1,Electronics,38458.4,40,17,392275.68,S08,East
2023-05-13,P405,LED Desk Lamp,Home,8259.68,30,20,115635.52,S10,South
2023-05-14,P103,Wireless Earbuds,Electronics,40933.0,5,10,388863.5,S10,South
2023-05-14,P501,Face Moisturizer,Beauty,977.86,5,46,42732.48,S10,North
2023-05-14,P205,Formal Blazer,Fashion,1853.65,40,495,550534.05,S05,North
2023-05-14,P403,Wall Clock,Home,249.09,15,26,5504.89,S08,South
2023-05-14,P505,Body Lotion,Beauty,1013.93,0,45,45626.85,S01,South
2023-05-14,P203,Denim Jeans,Fashion,1046.27,25,38,29818.69,S07,West
2023-05-14,P301,Basmati Rice 5kg,Grocery,703.47,15,88,52619.56,S04,East
2023-05-14,P104,Smart TV 43,Electronics,37674.74,10,15,508608.99,S04,North
2023-05-14,P306,Mixed Nuts 500g,Grocery,210.41,5,95,18989.5,S09,West
2023-05-14,P203,Denim Jeans,Fashion,4378.94,20,41,143629.23,S07,West
2023-05-14,P106,Bluetooth Speaker,Electronics,57533.42,5,16,874507.98,S01,North
2023-05-14,P406,Air Purifier,Home,1082.62,0,16,17321.92,S04,South
2023-05-14,P404,Wooden Bookshelf,Home,6722.18,0,24,161332.32,S02,West
2023-05-14,P401,Stainless Steel Cookware,Home,13476.18,0,25,336904.5,S04,South
2023-05-15,P504,Lipstick Set,Beauty,624.45,40,42,15736.14,S03,South
2023-05-15,P106,Bluetooth Speaker,Electronics,79584.83,25,16,955017.96,S04,North
2023-05-15,P404,Wooden Bookshelf,Home,1162.59,5,22,24298.13,S01,South
2023-05-15,P504,Lipstick Set,Beauty,391.21,5,34,12636.08,S07,North
2023-05-15,P505,Body Lotion,Beauty,1503.45,30,41,43149.01,S01,West
2023-05-15,P303,Whole Wheat Flour,Grocery,159.23,40,91,8693.96,S05,South
2023-05-15,P303,Whole Wheat Flour,Grocery,329.89,25,117,28947.85,S02,South
2023-05-15,P205,Formal Blazer,Fashion,4799.21,10,30,129578.67,S04,East
2023-05-15,P501,Face Moisturizer,Beauty,2619.16,30,40,73336.48,S05,West
2023-05-16,P302,Sunflower Oil 1L,Grocery,413.18,5,76,29831.6,S05,South
2023-05-16,P503,Sunscreen SPF50,Beauty,760.0,25,35,19950.0,S01,South
2023-05-16,P201,Men Casual Shirt,Fashion,501.68,5,38,18110.65,S04,North
2023-05-16,P102,Laptop Pro,Electronics,59037.69,30,15,619895.74,S04,North
2023-05-16,P101,Smartphone X1,Electronics,69254.73,30,11,533261.42,S03,East
2023-05-16,P101,Smartphone X1,Electronics,66468.11,25,17,847468.4,S04,West
2023-05-16,P504,Lipstick Set,Beauty,1720.51,30,36,43356.85,S08,North
